race_id,race_date,course,distance,surface,condition,horse_no,horse_name,age,sex,weight,weight_diff,jockey,trainer,odds_win,popularity,finish_pos,time_sec,prize
730,2019-01-06,函館,1600,ダート,良,11,馬0730_11,3,牝,499,4,騎手05,調教師24,496.4,11,11,158.8,0
730,2019-01-06,函館,1600,ダート,良,12,馬0730_12,7,牡,483,4,騎手24,調教師29,6.3,2,6,157.7,0
731,2020-08-03,中山,1800,芝,良,1,馬0731_01,4,騸,466,6,騎手05,調教師35,95.2,14,11,170.8,0
731,2020-08-03,中山,1800,芝,良,2,馬0731_02,6,牝,507,-9,騎手20,調教師38,133.8,15,16,172.2,0
731,2020-08-03,中山,1800,芝,良,3,馬0731_03,5,騸,440,1,騎手14,調教師43,56.3,10,14,171.9,0
731,2020-08-03,中山,1800,芝,良,4,馬0731_04,7,牝,491,0,騎手13,調教師16,29.0,7,12,171.3,0
731,2020-08-03,中山,1800,芝,良,5,馬0731_05,3,騸,492,-4,騎手06,調教師45,12.4,4,5,169.0,300
731,2020-08-03,中山,1800,芝,良,6,馬0731_06,2,騸,466,0,騎手30,調教師02,1.8,1,1,168.2,3000
731,2020-08-03,中山,1800,芝,良,7,馬0731_07,3,騸,501,2,騎手09,調教師13,34.3,8,9,170.3,0
731,2020-08-03,中山,1800,芝,良,8,馬0731_08,3,騸,492,0,騎手23,調教師29,63.3,11,7,169.9,0
731,2020-08-03,中山,1800,芝,良,9,馬0731_09,2,牡,468,-1,騎手10,調教師10,14.1,5,6,169.4,0
731,2020-08-03,中山,1800,芝,良,10,馬0731_10,3,牡,497,0,騎手16,調教師36,299.4,16,15,171.9,0
731,2020-08-03,中山,1800,芝,良,11,馬0731_11,5,牡,511,3,騎手27,調教師23,71.1,12,13,171.5,0
731,2020-08-03,中山,1800,芝,良,12,馬0731_12,6,牝,468,-4,騎手02,調教師39,75.4,13,10,171.0,0
731,2020-08-03,中山,1800,芝,良,13,馬0731_13,6,牝,461,-8,騎手01,調教師22,44.9,9,8,170.2,0
731,2020-08-03,中山,1800,芝,良,14,馬0731_14,5,牝,477,0,騎手24,調教師15,5.0,2,3,168.7,750
731,2020-08-03,中山,1800,芝,良,15,馬0731_15,4,牝,479,-2,騎手07,調教師21,17.6,6,4,168.9,450
731,2020-08-03,中山,1800,芝,良,16,馬0731_16,5,牝,489,11,騎手03,調教師32,8.2,3,2,168.3,1200
732,2021-07-19,札幌,1200,ダート,稍重,1,馬0732_01,7,牡,503,-6,騎手18,調教師18,104.5,9,9,134.3,0
732,2021-07-19,札幌,1200,ダート,稍重,2,馬0732_02,6,牝,456,1,騎手02,調教師41,11.4,4,4,133.0,450
732,2021-07-19,札幌,1200,ダート,稍重,3,馬0732_03,4,騸,413,0,騎手05,調教師01,30.4,7,5,133.4,300
732,2021-07-19,札幌,1200,ダート,稍重,4,馬0732_04,7,牡,480,-6,騎手26,調教師26,19.9,5,7,133.5,0
732,2021-07-19,札幌,1200,ダート,稍重,5,馬0732_05,3,牝,473,12,騎手17,調教師17,28.2,6,6,133.3,0
732,2021-07-19,札幌,1200,ダート,稍重,6,馬0732_06,6,牝,465,-2,騎手14,調教師22,50.2,8,8,134.0,0
732,2021-07-19,札幌,1200,ダート,稍重,7,馬0732_07,3,牝,448,-8,騎手10,調教師33,7.3,2,2,132.3,1200
732,2021-07-19,札幌,1200,ダート,稍重,8,馬0732_08,5,牝,470,6,騎手08,調教師16,11.3,3,3,132.7,750
732,2021-07-19,札幌,1200,ダート,稍重,9,馬0732_09,4,牡,478,0,騎手22,調教師39,367.5,10,10,134.5,0
732,2021-07-19,札幌,1200,ダート,稍重,10,馬0732_10,6,牡,475,-6,騎手23,調教師05,1.3,1,1,131.9,3000
733,2020-11-30,中山,1400,芝,良,1,馬0733_01,7,騸,480,-1,騎手13,調教師49,2.0,1,1,143.7,3000
733,2020-11-30,中山,1400,芝,良,2,馬0733_02,5,牡,487,-1,騎手22,調教師01,5.3,3,2,144.5,1200
733,2020-11-30,中山,1400,芝,良,3,馬0733_03,4,牝,506,4,騎手21,調教師48,5.1,2,4,144.8,450
733,2020-11-30,中山,1400,芝,良,4,馬0733_04,7,牡,486,5,騎手30,調教師29,39.0,8,5,145.3,300
733,2020-11-30,中山,1400,芝,良,5,馬0733_05,6,牝,490,2,騎手10,調教師20,19.7,7,3,144.4,750
733,2020-11-30,中山,1400,芝,良,6,馬0733_06,2,騸,450,-4,騎手09,調教師38,83.7,9,9,147.0,0
733,2020-11-30,中山,1400,芝,良,7,馬0733_07,5,牡,510,0,騎手16,調教師19,12.5,5,8,146.2,0
733,2020-11-30,中山,1400,芝,良,8,馬0733_08,3,騸,469,-4,騎手18,調教師31,7.8,4,7,145.8,0
733,2020-11-30,中山,1400,芝,良,9,馬0733_09,3,牝,501,8,騎手02,調教師24,15.9,6,6,145.3,0
734,2018-04-07,阪神,1900,芝,良,1,馬0734_01,6,牡,512,-3,騎手30,調教師32,26.8,5,6,175.2,0
734,2018-04-07,阪神,1900,芝,良,2,馬0734_02,4,牡,514,0,騎手16,調教師01,141.1,8,9,176.4,0
734,2018-04-07,阪神,1900,芝,良,3,馬0734_03,5,牡,429,-4,騎手04,調教師27,65.2,7,5,175.0,300
734,2018-04-07,阪神,1900,芝,良,4,馬0734_04,6,牝,453,0,騎手15,調教師28,21.8,3,4,174.7,450
734,2018-04-07,阪神,1900,芝,良,5,馬0734_05,4,騸,486,-15,騎手11,調教師33,62.6,6,7,175.7,0
734,2018-04-07,阪神,1900,芝,良,6,馬0734_06,4,牡,500,0,騎手26,調教師20,239.8,10,10,177.0,0
734,2018-04-07,阪神,1900,芝,良,7,馬0734_07,7,牡,476,-1,騎手09,調教師05,21.9,4,3,174.8,750
734,2018-04-07,阪神,1900,芝,良,8,馬0734_08,2,牝,443,3,騎手21,調教師24,1.4,1,1,173.9,3000
734,2018-04-07,阪神,1900,芝,良,9,馬0734_09,3,騸,529,1,騎手01,調教師45,2.8,2,2,174.4,1200
734,2018-04-07,阪神,1900,芝,良,10,馬0734_10,7,牡,446,2,騎手28,調教師42,173.3,9,8,176.3,0
735,2023-09-22,小倉,2000,ダート,重,1,馬0735_01,7,牡,460,0,騎手10,調教師18,72.4,9,3,180.4,750
735,2023-09-22,小倉,2000,ダート,重,2,馬0735_02,4,牡,476,-3,騎手22,調教師12,18.4,3,4,181.2,450
735,2023-09-22,小倉,2000,ダート,重,3,馬0735_03,7,牝,525,0,騎手09,調教師01,81.9,11,11,183.2,0
735,2023-09-22,小倉,2000,ダート,重,4,馬0735_04,3,牡,432,0,騎手24,調教師07,1.1,1,1,180.1,3000
735,2023-09-22,小倉,2000,ダート,重,5,馬0735_05,6,騸,439,1,騎手16,調教師15,30.4,5,7,182.1,0
735,2023-09-22,小倉,2000,ダート,重,6,馬0735_06,5,牡,537,0,騎手12,調教師40,24.0,4,9,182.5,0
735,2023-09-22,小倉,2000,ダート,重,7,馬0735_07,6,牝,477,1,騎手30,調教師36,77.9,10,8,182.0,0
735,2023-09-22,小倉,2000,ダート,重,8,馬0735_08,5,牡,480,-5,騎手21,調教師16,10.3,2,2,180.2,1200
735,2023-09-22,小倉,2000,ダート,重,9,馬0735_09,6,騸,456,-10,騎手20,調教師05,33.5,6,6,181.7,0
735,2023-09-22,小倉,2000,ダート,重,10,馬0735_10,4,牝,490,-7,騎手03,調教師43,46.2,7,10,182.5,0
735,2023-09-22,小倉,2000,ダート,重,11,馬0735_11,7,牝,515,15,騎手01,調教師34,82.1,12,5,180.9,300
735,2023-09-22,小倉,2000,ダート,重,12,馬0735_12,5,牝,481,0,騎手11,調教師27,700.3,13,13,183.8,0
735,2023-09-22,小倉,2000,ダート,重,13,馬0735_13,7,牝,479,3,騎手04,調教師26,71.3,8,12,183.0,0
736,2019-02-13,東京,2000,ダート,良,1,馬0736_01,5,騸,496,1,騎手26,調教師35,3.9,2,2,180.1,1200
736,2019-02-13,東京,2000,ダート,良,2,馬0736_02,7,牡,480,0,騎手10,調教師12,20.4,7,3,180.5,750
736,2019-02-13,東京,2000,ダート,良,3,馬0736_03,2,牡,555,5,騎手08,調教師09,11.8,3,7,181.6,0
736,2019-02-13,東京,2000,ダート,良,4,馬0736_04,4,牡,479,0,騎手02,調教師42,12.6,4,4,180.8,450
736,2019-02-13,東京,2000,ダート,良,5,馬0736_05,5,牡,455,0,騎手29,調教師45,290.3,10,10,182.8,0
736,2019-02-13,東京,2000,ダート,良,6,馬0736_06,5,牝,466,4,騎手23,調教師03,15.2,6,5,181.3,300
736,2019-02-13,東京,2000,ダート,良,7,馬0736_07,6,牝,497,-6,騎手24,調教師46,1.7,1,1,179.8,3000
736,2019-02-13,東京,2000,ダート,良,8,馬0736_08,3,牝,471,3,騎手21,調教師37,27.3,8,6,181.4,0
736,2019-02-13,東京,2000,ダート,良,9,馬0736_09,5,牡,554,1,騎手14,調教師20,13.1,5,8,181.9,0
736,2019-02-13,東京,2000,ダート,良,10,馬0736_10,7,牡,433,1,騎手09,調教師29,109.9,9,9,182.6,0
737,2022-04-25,中京,1700,芝,良,1,馬0737_01,7,牡,465,-4,騎手29,調教師38,60.9,7,5,163.3,300
737,2022-04-25,中京,1700,芝,良,2,馬0737_02,3,牡,453,-5,騎手13,調教師36,2.0,1,1,161.9,3000
737,2022-04-25,中京,1700,芝,良,3,馬0737_03,2,牝,435,7,騎手08,調教師08,4.6,3,4,163.0,450
737,2022-04-25,中京,1700,芝,良,4,馬0737_04,6,牡,440,0,騎手18,調教師35,263.8,10,10,164.6,0
737,2022-04-25,中京,1700,芝,良,5,馬0737_05,4,牡,453,-6,騎手25,調教師15,3.5,2,3,162.7,750
737,2022-04-25,中京,1700,芝,良,6,馬0737_06,6,牝,476,7,騎手11,調教師18,57.3,6,6,163.6,0
737,2022-04-25,中京,1700,芝,良,7,馬0737_07,6,牡,460,-10,騎手06,調教師21,6.1,4,2,162.4,1200
737,2022-04-25,中京,1700,芝,良,8,馬0737_08,4,牡,475,0,騎手09,調教師22,223.8,9,7,163.8,0
737,2022-04-25,中京,1700,芝,良,9,馬0737_09,7,牡,476,5,騎手05,調教師27,30.2,5,9,164.6,0
737,2022-04-25,中京,1700,芝,良,10,馬0737_10,3,騸,504,3,騎手28,調教師03,115.2,8,8,164.3,0
738,2021-06-13,京都,2000,芝,良,1,馬0738_01,4,牡,486,-9,騎手28,調教師13,8.6,3,2,180.4,1200
738,2021-06-13,京都,2000,芝,良,2,馬0738_02,2,牝,463,-4,騎手23,調教師40,1.6,1,1,180.0,3000
738,2021-06-13,京都,2000,芝,良,3,馬0738_03,2,牡,493,1,騎手06,調教師16,25.7,7,7,182.0,0
738,2021-06-13,京都,2000,芝,良,4,馬0738_04,7,牝,493,3,騎手21,調教師18,22.1,6,5,181.1,300
738,2021-06-13,京都,2000,芝,良,5,馬0738_05,4,牝,515,1,騎手09,調教師09,27.8,8,11,183.0,0
738,2021-06-13,京都,2000,芝,良,6,馬0738_06,3,牡,497,0,騎手18,調教師32,130.8,12,10,182.6,0
738,2021-06-13,京都,2000,芝,良,7,馬0738_07,6,牡,480,2,騎手30,調教師07,12.4,4,6,181.4,0
738,2021-06-13,京都,2000,芝,良,8,馬0738_08,2,牡,482,7,騎手10,調教師22,96.1,11,12,183.5,0
738,2021-06-13,京都,2000,芝,良,9,馬0738_09,7,牝,484,7,騎手27,調教師45,32.3,10,8,182.1,0
738,2021-06-13,京都,2000,芝,良,10,馬0738_10,3,騸,475,8,騎手11,調教師10,7.1,2,4,180.9,450
738,2021-06-13,京都,2000,芝,良,11,馬0738_11,6,牝,506,0,騎手29,調教師14,30.3,9,9,182.5,0
738,2021-06-13,京都,2000,芝,良,12,馬0738_12,4,牡,478,2,騎手04,調教師48,14.3,5,3,181.0,750
739,2020-03-24,札幌,2200,ダート,良,1,馬0739_01,6,牡,487,5,騎手17,調教師02,8.9,4,3,192.3,750
739,2020-03-24,札幌,2200,ダート,良,2,馬0739_02,2,牡,520,10,騎手30,調教師27,84.2,10,9,194.3,0
739,2020-03-24,札幌,2200,ダート,良,3,馬0739_03,5,牡,471,-2,騎手29,調教師33,10.5,5,2,192.4,1200
739,2020-03-24,札幌,2200,ダート,良,4,馬0739_04,5,牡,462,3,騎手02,調教師20,47.3,9,10,194.7,0
739,2020-03-24,札幌,2200,ダート,良,5,馬0739_05,7,牡,476,1,騎手20,調教師17,5.1,2,5,193.5,300
739,2020-03-24,札幌,2200,ダート,良,6,馬0739_06,7,牝,487,0,騎手16,調教師15,16.7,6,8,194.1,0
739,2020-03-24,札幌,2200,ダート,良,7,馬0739_07,2,牝,495,4,騎手18,調教師39,37.1,8,6,193.1,0
739,2020-03-24,札幌,2200,ダート,良,8,馬0739_08,3,牝,492,-2,騎手26,調教師36,23.0,7,7,193.6,0
739,2020-03-24,札幌,2200,ダート,良,9,馬0739_09,6,牡,497,-1,騎手01,調教師11,1.8,1,1,191.9,3000
739,2020-03-24,札幌,2200,ダート,良,10,馬0739_10,3,牝,506,-5,騎手14,調教師18,8.2,3,4,193.0,450
740,2021-11-17,新潟,1200,芝,重,1,馬0740_01,2,牝,508,-4,騎手11,調教師33,429.9,16,16,136.6,0
740,2021-11-17,新潟,1200,芝,重,2,馬0740_02,4,牡,505,-2,騎手12,調教師42,12.1,5,4,133.0,450
740,2021-11-17,新潟,1200,芝,重,3,馬0740_03,7,牡,513,0,騎手20,調教師10,63.2,10,6,133.5,0
740,2021-11-17,新潟,1200,芝,重,4,馬0740_04,7,牝,477,7,騎手03,調教師50,167.6,15,12,135.2,0
740,2021-11-17,新潟,1200,芝,重,5,馬0740_05,2,牡,447,0,騎手14,調教師24,4.0,2,3,132.7,750
740,2021-11-17,新潟,1200,芝,重,6,馬0740_06,2,牝,459,-1,騎手02,調教師05,142.1,13,14,135.7,0
740,2021-11-17,新潟,1200,芝,重,7,馬0740_07,5,騸,484,7,騎手26,調教師28,11.5,4,7,133.9,0
740,2021-11-17,新潟,1200,芝,重,8,馬0740_08,6,騸,489,8,騎手05,調教師11,69.1,11,11,134.8,0
740,2021-11-17,新潟,1200,芝,重,9,馬0740_09,5,牝,445,6,騎手17,調教師15,113.0,12,15,136.4,0
740,2021-11-17,新潟,1200,芝,重,10,馬0740_10,6,牝,473,1,騎手24,調教師35,4.4,3,2,132.6,1200
740,2021-11-17,新潟,1200,芝,重,11,馬0740_11,5,牝,449,-5,騎手08,調教師21,22.4,7,13,135.3,0
740,2021-11-17,新潟,1200,芝,重,12,馬0740_12,2,牝,524,0,騎手28,調教師25,18.3,6,9,134.5,0
740,2021-11-17,新潟,1200,芝,重,13,馬0740_13,2,牡,473,-6,騎手22,調教師38,53.1,9,8,134.2,0
740,2021-11-17,新潟,1200,芝,重,14,馬0740_14,4,牝,502,-4,騎手10,調教師49,149.3,14,10,134.3,0
740,2021-11-17,新潟,1200,芝,重,15,馬0740_15,4,牝,525,-9,騎手21,調教師02,2.5,1,1,132.0,3000
740,2021-11-17,新潟,1200,芝,重,16,馬0740_16,4,騸,494,-13,騎手30,調教師48,41.3,8,5,133.3,300
741,2018-05-11,東京,1300,ダート,稍重,1,馬0741_01,5,騸,479,0,騎手16,調教師27,132.0,8,9,140.3,0
741,2018-05-11,東京,1300,ダート,稍重,2,馬0741_02,4,牡,460,7,騎手22,調教師12,2.7,2,2,138.2,1200
741,2018-05-11,東京,1300,ダート,稍重,3,馬0741_03,7,牝,491,-3,騎手29,調教師23,145.1,9,8,140.0,0
741,2018-05-11,東京,1300,ダート,稍重,4,馬0741_04,3,牡,482,0,騎手01,調教師40,10.9,5,5,139.1,300
741,2018-05-11,東京,1300,ダート,稍重,5,馬0741_05,5,牝,473,-1,騎手28,調教師02,50.1,6,6,139.6,0
741,2018-05-11,東京,1300,ダート,稍重,6,馬0741_06,3,牝,475,1,騎手20,調教師03,7.6,4,3,138.7,750
741,2018-05-11,東京,1300,ダート,稍重,7,馬0741_07,2,牡,485,-1,騎手27,調教師10,95.7,7,7,139.7,0
741,2018-05-11,東京,1300,ダート,稍重,8,馬0741_08,4,牡,505,-9,騎手30,調教師14,2.2,1,1,138.3,3000
741,2018-05-11,東京,1300,ダート,稍重,9,馬0741_09,4,牝,466,-13,騎手18,調教師46,999.9,10,10,140.5,0
741,2018-05-11,東京,1300,ダート,稍重,10,馬0741_10,6,牡,440,-9,騎手06,調教師42,6.9,3,4,138.9,450
742,2023-01-01,福島,2100,芝,良,1,馬0742_01,6,牝,432,3,騎手03,調教師17,16.2,6,8,188.2,0
742,2023-01-01,福島,2100,芝,良,2,馬0742_02,6,牡,479,11,騎手14,調教師46,10.4,5,7,188.1,0
742,2023-01-01,福島,2100,芝,良,3,馬0742_03,5,牝,489,4,騎手18,調教師49,176.3,12,12,189.5,0
742,2023-01-01,福島,2100,芝,良,4,馬0742_04,2,牝,519,-9,騎手11,調教師14,29.9,10,9,188.1,0
742,2023-01-01,福島,2100,芝,良,5,馬0742_05,6,牡,495,3,騎手04,調教師05,3.8,1,2,186.5,1200
742,2023-01-01,福島,2100,芝,良,6,馬0742_06,4,牡,444,7,騎手17,調教師45,34.3,11,10,188.6,0
742,2023-01-01,福島,2100,芝,良,7,馬0742_07,4,牝,486,-3,騎手02,調教師19,27.3,8,6,187.6,0
742,2023-01-01,福島,2100,芝,良,8,馬0742_08,3,牝,487,4,騎手15,調教師23,6.1,4,4,186.9,450
742,2023-01-01,福島,2100,芝,良,9,馬0742_09,3,牡,473,-4,騎手27,調教師28,27.3,9,11,189.6,0
742,2023-01-01,福島,2100,芝,良,10,馬0742_10,5,牡,447,-1,騎手13,調教師02,4.9,3,3,186.4,750
742,2023-01-01,福島,2100,芝,良,11,馬0742_11,2,牝,507,0,騎手05,調教師33,999.9,14,14,190.1,0
742,2023-01-01,福島,2100,芝,良,12,馬0742_12,7,牡,490,-10,騎手16,調教師20,426.3,13,13,189.4,0
742,2023-01-01,福島,2100,芝,良,13,馬0742_13,5,牡,485,-10,騎手19,調教師36,3.8,2,1,185.9,3000
742,2023-01-01,福島,2100,芝,良,14,馬0742_14,4,騸,446,0,騎手24,調教師32,19.8,7,5,187.0,300
743,2018-10-28,京都,1300,ダート,良,1,馬0743_01,6,牝,450,2,騎手18,調教師36,56.2,5,4,138.9,450
743,2018-10-28,京都,1300,ダート,良,2,馬0743_02,5,牡,453,-6,騎手13,調教師17,89.4,7,8,140.0,0
743,2018-10-28,京都,1300,ダート,良,3,馬0743_03,3,牡,439,-4,騎手02,調教師09,63.8,6,5,138.9,300
743,2018-10-28,京都,1300,ダート,良,4,馬0743_04,4,牡,482,9,騎手03,調教師48,7.1,3,2,138.5,1200
743,2018-10-28,京都,1300,ダート,良,5,馬0743_05,2,牝,457,6,騎手10,調教師50,1.5,1,1,138.0,3000
743,2018-10-28,京都,1300,ダート,良,6,馬0743_06,2,牝,462,1,騎手04,調教師30,91.2,8,7,139.8,0
743,2018-10-28,京都,1300,ダート,良,7,馬0743_07,6,牝,492,0,騎手14,調教師05,3.1,2,3,138.7,750
743,2018-10-28,京都,1300,ダート,良,8,馬0743_08,6,牝,466,6,騎手06,調教師49,19.9,4,6,139.8,0
744,2018-01-18,札幌,2400,芝,不良,1,馬0744_01,5,騸,475,1,騎手29,調教師08,24.2,10,11,207.0,0
744,2018-01-18,札幌,2400,芝,不良,2,馬0744_02,5,牡,533,9,騎手03,調教師34,14.1,6,8,206.2,0
744,2018-01-18,札幌,2400,芝,不良,3,馬0744_03,7,牡,449,16,騎手24,調教師49,26.5,11,12,207.4,0
744,2018-01-18,札幌,2400,芝,不良,4,馬0744_04,3,牡,469,4,騎手08,調教師25,11.3,5,5,205.2,300
744,2018-01-18,札幌,2400,芝,不良,5,馬0744_05,6,牝,481,7,騎手14,調教師29,29.7,13,6,204.9,0
744,2018-01-18,札幌,2400,芝,不良,6,馬0744_06,4,騸,464,2,騎手25,調教師33,28.7,12,10,206.8,0
744,2018-01-18,札幌,2400,芝,不良,7,馬0744_07,3,牝,496,7,騎手12,調教師28,7.6,3,2,203.8,1200
744,2018-01-18,札幌,2400,芝,不良,8,馬0744_08,2,牡,501,-9,騎手10,調教師15,8.4,4,3,204.6,750
744,2018-01-18,札幌,2400,芝,不良,9,馬0744_09,5,騸,430,-7,騎手23,調教師17,4.0,2,1,203.9,3000
744,2018-01-18,札幌,2400,芝,不良,10,馬0744_10,4,牡,498,4,騎手21,調教師18,15.9,8,7,205.7,0
744,2018-01-18,札幌,2400,芝,不良,11,馬0744_11,7,牝,467,-4,騎手30,調教師50,20.9,9,9,206.6,0
744,2018-01-18,札幌,2400,芝,不良,12,馬0744_12,5,騸,492,0,騎手15,調教師35,3.8,1,4,205.0,450
744,2018-01-18,札幌,2400,芝,不良,13,馬0744_13,2,牝,515,-8,騎手18,調教師31,15.2,7,13,208.0,0
745,2022-02-13,小倉,1900,芝,稍重,1,馬0745_01,6,牡,481,4,騎手18,調教師45,47.3,10,11,176.9,0
745,2022-02-13,小倉,1900,芝,稍重,2,馬0745_02,6,牡,484,1,騎手24,調教師19,34.7,6,5,175.2,300
745,2022-02-13,小倉,1900,芝,稍重,3,馬0745_03,7,牡,467,-7,騎手13,調教師11,238.8,12,13,177.6,0
745,2022-02-13,小倉,1900,芝,稍重,4,馬0745_04,2,牡,462,-4,騎手03,調教師36,40.0,9,10,176.6,0
745,2022-02-13,小倉,1900,芝,稍重,5,馬0745_05,2,牡,452,0,騎手08,調教師38,6.4,3,4,175.0,450
745,2022-02-13,小倉,1900,芝,稍重,6,馬0745_06,4,牡,460,-11,騎手23,調教師40,1.9,1,1,174.5,3000
745,2022-02-13,小倉,1900,芝,稍重,7,馬0745_07,5,牡,465,4,騎手04,調教師50,3.7,2,2,174.3,1200
745,2022-02-13,小倉,1900,芝,稍重,8,馬0745_08,6,牡,532,5,騎手26,調教師49,25.8,5,9,175.9,0
745,2022-02-13,小倉,1900,芝,稍重,9,馬0745_09,2,牝,495,1,騎手20,調教師44,35.8,7,8,176.3,0
745,2022-02-13,小倉,1900,芝,稍重,10,馬0745_10,7,牡,496,7,騎手19,調教師35,10.7,4,3,174.2,750
745,2022-02-13,小倉,1900,芝,稍重,11,馬0745_11,5,牡,485,2,騎手27,調教師26,325.3,13,12,177.2,0
745,2022-02-13,小倉,1900,芝,稍重,12,馬0745_12,6,牡,453,0,騎手10,調教師43,49.7,11,7,175.6,0
745,2022-02-13,小倉,1900,芝,稍重,13,馬0745_13,7,牡,465,-7,騎手02,調教師02,36.6,8,6,175.4,0
746,2023-11-04,福島,2500,芝,良,1,馬0746_01,4,牡,481,4,騎手26,調教師13,18.6,9,3,210.6,750
746,2023-11-04,福島,2500,芝,良,2,馬0746_02,5,牡,442,6,騎手06,調教師39,6.0,3,6,211.6,0
746,2023-11-04,福島,2500,芝,良,3,馬0746_03,3,牝,480,5,騎手09,調教師32,133.5,13,12,213.0,0
746,2023-11-04,福島,2500,芝,良,4,馬0746_04,7,牡,432,-4,騎手20,調教師12,38.5,10,10,212.6,0
746,2023-11-04,福島,2500,芝,良,5,馬0746_05,3,牝,440,-4,騎手02,調教師47,3.1,1,1,210.0,3000
746,2023-11-04,福島,2500,芝,良,6,馬0746_06,4,牝,479,8,騎手08,調教師48,12.8,7,8,212.1,0
746,2023-11-04,福島,2500,芝,良,7,馬0746_07,2,牡,458,-9,騎手04,調教師34,12.2,6,7,211.8,0
746,2023-11-04,福島,2500,芝,良,8,馬0746_08,2,牡,528,-3,騎手10,調教師18,7.2,4,11,212.6,0
746,2023-11-04,福島,2500,芝,良,9,馬0746_09,3,牝,480,0,騎手14,調教師36,54.2,11,9,212.3,0
746,2023-11-04,福島,2500,芝,良,10,馬0746_10,4,牡,458,-1,騎手05,調教師11,113.1,12,13,213.3,0
746,2023-11-04,福島,2500,芝,良,11,馬0746_11,7,牝,440,-3,騎手16,調教師46,322.8,14,14,213.6,0
746,2023-11-04,福島,2500,芝,良,12,馬0746_12,4,牝,503,0,騎手15,調教師21,13.8,8,2,210.6,1200
746,2023-11-04,福島,2500,芝,良,13,馬0746_13,3,騸,473,-2,騎手25,調教師44,10.2,5,4,211.1,450
746,2023-11-04,福島,2500,芝,良,14,馬0746_14,3,騸,503,8,騎手17,調教師09,5.6,2,5,211.1,300
747,2021-03-04,札幌,1000,ダート,良,1,馬0747_01,3,牝,519,2,騎手15,調教師38,8.4,3,2,120.0,1200
747,2021-03-04,札幌,1000,ダート,良,2,馬0747_02,6,牝,478,-4,騎手10,調教師36,15.4,7,4,120.8,450
747,2021-03-04,札幌,1000,ダート,良,3,馬0747_03,6,牡,490,0,騎手18,調教師39,60.3,10,6,121.5,0
747,2021-03-04,札幌,1000,ダート,良,4,馬0747_04,5,牡,483,-8,騎手24,調教師29,27.9,8,8,122.1,0
747,2021-03-04,札幌,1000,ダート,良,5,馬0747_05,3,牡,467,-3,騎手02,調教師19,11.5,6,7,121.9,0
747,2021-03-04,札幌,1000,ダート,良,6,馬0747_06,7,牝,442,6,騎手22,調教師23,8.9,4,9,122.5,0
747,2021-03-04,札幌,1000,ダート,良,7,馬0747_07,4,牡,499,0,騎手14,調教師15,6.6,2,3,120.7,750
747,2021-03-04,札幌,1000,ダート,良,8,馬0747_08,7,牡,491,8,騎手26,調教師02,183.0,12,12,123.4,0
747,2021-03-04,札幌,1000,ダート,良,9,馬0747_09,6,牝,472,-4,騎手07,調教師25,2.0,1,1,119.8,3000
747,2021-03-04,札幌,1000,ダート,良,10,馬0747_10,7,牝,485,-3,騎手01,調教師17,9.8,5,5,121.3,300
747,2021-03-04,札幌,1000,ダート,良,11,馬0747_11,7,牡,493,3,騎手16,調教師18,29.4,9,10,123.0,0
747,2021-03-04,札幌,1000,ダート,良,12,馬0747_12,4,牡,495,0,騎手29,調教師50,64.5,11,11,123.1,0
748,2023-03-18,京都,1000,芝,稍重,1,馬0748_01,2,牡,495,3,騎手19,調教師05,84.8,14,13,123.5,0
748,2023-03-18,京都,1000,芝,稍重,2,馬0748_02,6,牝,478,0,騎手14,調教師29,30.3,12,14,123.6,0
748,2023-03-18,京都,1000,芝,稍重,3,馬0748_03,4,騸,474,7,騎手07,調教師43,10.8,5,6,121.1,0
748,2023-03-18,京都,1000,芝,稍重,4,馬0748_04,4,牡,474,-4,騎手23,調教師27,8.0,3,5,120.7,300
748,2023-03-18,京都,1000,芝,稍重,5,馬0748_05,3,牡,473,0,騎手17,調教師30,27.3,10,12,123.7,0
748,2023-03-18,京都,1000,芝,稍重,6,馬0748_06,7,牡,449,-5,騎手27,調教師35,22.7,9,7,121.6,0
748,2023-03-18,京都,1000,芝,稍重,7,馬0748_07,4,牝,459,-2,騎手03,調教師08,4.5,2,3,120.6,750
748,2023-03-18,京都,1000,芝,稍重,8,馬0748_08,5,牝,430,-12,騎手09,調教師47,96.9,15,15,124.1,0
748,2023-03-18,京都,1000,芝,稍重,9,馬0748_09,4,牡,506,0,騎手13,調教師10,16.4,6,9,122.4,0
748,2023-03-18,京都,1000,芝,稍重,10,馬0748_10,6,牡,435,3,騎手22,調教師18,566.5,16,16,124.6,0
748,2023-03-18,京都,1000,芝,稍重,11,馬0748_11,4,牡,494,3,騎手18,調教師02,27.4,11,10,122.4,0
748,2023-03-18,京都,1000,芝,稍重,12,馬0748_12,3,騸,469,2,騎手25,調教師09,20.6,8,11,123.1,0
748,2023-03-18,京都,1000,芝,稍重,13,馬0748_13,4,牡,476,11,騎手12,調教師33,2.9,1,1,120.1,3000
748,2023-03-18,京都,1000,芝,稍重,14,馬0748_14,2,牝,468,0,騎手28,調教師42,42.1,13,8,121.9,0
748,2023-03-18,京都,1000,芝,稍重,15,馬0748_15,7,牡,436,-2,騎手01,調教師21,9.1,4,2,119.9,1200
748,2023-03-18,京都,1000,芝,稍重,16,馬0748_16,5,牡,514,1,騎手05,調教師31,18.6,7,4,121.1,450
